"","X","cas","valid_speed_count","den_v_tydnu","data_pm100","data_no2","data_temp1","data_hum1","data_pressure","data_windSpeed","data_windImpact","data_volumeMm","month","tretina_dne","letni_prazdniny","topna_sezona","statni_svatky","datum","prumerna_teplota_dne"
"4735",4735,2024-07-20 17:00:00,2391,6,4.23,3.17,32.13,42.97,92986.67,4.64,11.04,0,"07/2024","3",1,0,0,2024-07-20,25.8325
"4736",4736,2024-07-20 18:00:00,2143,6,4.26,7.09,29.32,48.67,93677.5,4.21,10.68,0,"07/2024","3",1,0,0,2024-07-20,25.8325
"4737",4737,2024-07-20 19:00:00,1605,6,5,19.43,28.08,56.42,94087.5,2.55,7.68,0,"07/2024","3",1,0,0,2024-07-20,25.8325
"4738",4738,2024-07-20 20:00:00,761,6,6.67,30.32,26.27,64.12,94410,1.22,4.08,0,"07/2024","3",1,0,0,2024-07-20,25.8325
"4739",4739,2024-07-20 21:00:00,398,6,6.87,20.23,24.55,70.92,94705,1,3.6,0,"07/2024","3",1,0,0,2024-07-20,25.8325
"4740",4740,2024-07-20 22:00:00,277,6,5.82,18.59,22.25,75.7,95097.5,0.95,4.92,0,"07/2024","3",1,0,0,2024-07-20,25.8325
"4741",4741,2024-07-20 23:00:00,197,6,7.23,23.78,21.35,80.6,95312.5,0.79,3.24,0,"07/2024","3",1,0,0,2024-07-20,25.8325
"4742",4742,2024-07-21,133,7,7.1,26.12,20.23,85.05,95520,0.75,3.12,0,"07/2024","1",1,0,0,2024-07-20,25.8325
"4743",4743,2024-07-21 01:00:00,157,7,7.07,23.83,19.23,87.83,95685,1.53,4.08,0,"07/2024","1",1,0,0,2024-07-20,25.8325
"4744",4744,2024-07-21 02:00:00,165,7,6.58,14.95,19.88,84.12,95650,0.36,1.44,0,"07/2024","1",1,0,0,2024-07-21,26.885
"4745",4745,2024-07-21 03:00:00,140,7,6.23,12.29,18.82,88.28,95712.5,0.68,3.48,0,"07/2024","1",1,0,0,2024-07-21,26.885
"4746",4746,2024-07-21 04:00:00,194,7,6.36,16.95,17.5,92.5,95887.5,1.51,4.56,0,"07/2024","1",1,0,0,2024-07-21,26.885
"4747",4747,2024-07-21 05:00:00,477,7,6.46,12.08,16.83,93,96030,2.08,5.28,0,"07/2024","1",1,0,0,2024-07-21,26.885
"4748",4748,2024-07-21 06:00:00,574,7,5.95,8.09,18.18,85.92,95970,2.36,5.52,0,"07/2024","1",1,0,0,2024-07-21,26.885
"4749",4749,2024-07-21 07:00:00,987,7,6.1,5.1,23.98,68.05,95132.5,1.52,3.48,0,"07/2024","1",1,0,0,2024-07-21,26.885
"4750",4750,2024-07-21 08:00:00,1374,7,7.03,2.47,26.3,58.33,94287.5,2.15,5.4,0,"07/2024","2",1,0,0,2024-07-21,26.885
"4751",4751,2024-07-21 09:00:00,1720,7,10.79,3.31,28.62,53.83,93830,2.08,6.48,0,"07/2024","2",1,0,0,2024-07-21,26.885
"4752",4752,2024-07-21 10:00:00,1904,7,7.41,1.9,30.35,49.25,93592.5,2.65,8.04,0,"07/2024","2",1,0,0,2024-07-21,26.885
"4753",4753,2024-07-21 11:00:00,1973,7,6.23,0.85,31.08,47.8,93470,2.74,6.48,0,"07/2024","2",1,0,0,2024-07-21,26.885
"4754",4754,2024-07-21 12:00:00,1889,7,5.56,1.11,32.6,44.45,93225,3.07,7.32,0,"07/2024","2",1,0,0,2024-07-21,26.885
"4755",4755,2024-07-21 13:00:00,2091,7,4.56,0.87,34.15,40.55,92887.5,3.06,8.76,0,"07/2024","2",1,0,0,2024-07-21,26.885
"4756",4756,2024-07-21 14:00:00,2110,7,4.9,1.2,34.4,39.15,92647.5,4.58,11.04,0,"07/2024","2",1,0,0,2024-07-21,26.885
"4757",4757,2024-07-21 15:00:00,2353,7,4.9,1.69,35.67,36.95,92365,3.22,9.84,0,"07/2024","2",1,0,0,2024-07-21,26.885
"4758",4758,2024-07-21 16:00:00,2638,7,4.94,2.27,35.23,38.17,92347.5,4.54,10.68,0,"07/2024","3",1,0,0,2024-07-21,26.885
"4759",4759,2024-07-21 17:00:00,2750,7,5.37,3.48,33.92,41.55,92597.5,4.4,11.76,0,"07/2024","3",1,0,0,2024-07-21,26.885
"4760",4760,2024-07-21 18:00:00,2269,7,5.4,6.1,32.58,45.38,92995,3.54,9.36,0,"07/2024","3",1,0,0,2024-07-21,26.885
"4761",4761,2024-07-21 19:00:00,1736,7,5.47,10.95,30.45,51.3,93370,2.6,6.84,0,"07/2024","3",1,0,0,2024-07-21,26.885
"4762",4762,2024-07-21 20:00:00,1258,7,7.28,41.8,28.13,60.97,93943.33,1.27,4.64,0,"07/2024","3",1,0,0,2024-07-21,26.885
"4763",4763,2024-07-21 21:00:00,775,7,8.5,123.72,24.58,79.8,94457.5,1.19,4.56,0,"07/2024","3",1,0,0,2024-07-21,26.885
"4764",4764,2024-07-21 22:00:00,473,7,8.45,60.24,22.95,87.1,94912.5,1.75,5.88,0,"07/2024","3",1,0,0,2024-07-21,26.885
"4765",4765,2024-07-21 23:00:00,332,7,8,23.51,22.25,85.65,95132.5,2.48,6.96,0,"07/2024","3",1,0,0,2024-07-21,26.885
"4766",4766,2024-07-22,202,1,6.15,11.17,22.02,82.85,95225,1.32,4.8,0,"07/2024","1",1,0,0,2024-07-21,26.885
"4767",4767,2024-07-22 01:00:00,165,1,5.95,13.06,21.65,85.92,95280,2.17,5.28,0,"07/2024","1",1,0,0,2024-07-21,26.885
"4768",4768,2024-07-22 02:00:00,183,1,6,9.09,21.68,86.78,95302.5,1.17,3.72,0,"07/2024","1",1,0,0,2024-07-22,23.5375
"4769",4769,2024-07-22 03:00:00,237,1,6.41,7.38,21.12,89.3,95382.5,2.05,5.28,0,"07/2024","1",1,0,0,2024-07-22,23.5375
"4770",4770,2024-07-22 04:00:00,545,1,6.38,7.22,20.82,89.45,95462.5,1.6,4.56,0,"07/2024","1",1,0,0,2024-07-22,23.5375
"4771",4771,2024-07-22 05:00:00,1711,1,6.72,7.76,21.05,89.17,95490,2.06,6.12,0,"07/2024","1",1,0,0,2024-07-22,23.5375
"4772",4772,2024-07-22 06:00:00,2569,1,7.85,8.27,22.23,85.55,95470,2.01,6.36,0,"07/2024","1",1,0,0,2024-07-22,23.5375
"4773",4773,2024-07-22 07:00:00,2684,1,6.36,4.4,23.65,78.5,95260,3.77,10.44,0,"07/2024","1",1,0,0,2024-07-22,23.5375
"4774",4774,2024-07-22 08:00:00,2671,1,6.31,4.78,24.37,75.17,95116.67,3.4,10.88,0,"07/2024","2",1,0,0,2024-07-22,23.5375
"4775",4775,2024-07-22 09:00:00,2563,1,5.79,5.3,24.27,74.05,95047.5,4.03,13.32,0,"07/2024","2",1,0,0,2024-07-22,23.5375
"4776",4776,2024-07-22 10:00:00,2435,1,4.95,3.5,25.32,69.17,94975,2.86,7.68,0,"07/2024","2",1,0,0,2024-07-22,23.5375
"4777",4777,2024-07-22 11:00:00,2286,1,4.84,3.27,25.98,66.53,94915,2.7,9.12,0,"07/2024","2",1,0,0,2024-07-22,23.5375
"4778",4778,2024-07-22 12:00:00,1335,1,4.05,2.5,26.88,61.38,94652.5,3.81,9.36,0,"07/2024","2",1,0,0,2024-07-22,23.5375
"4779",4779,2024-07-22 13:00:00,1378,1,1.84,1.41,27.95,54.58,94425,5.69,15.96,0,"07/2024","2",1,0,0,2024-07-22,23.5375
"4780",4780,2024-07-22 14:00:00,1522,1,1.87,1.97,28.5,52.62,94290,5.4,14.76,0,"07/2024","2",1,0,0,2024-07-22,23.5375
"4781",4781,2024-07-22 15:00:00,1519,1,1.74,2.65,28.35,51.88,94317.5,5.27,13.32,0,"07/2024","2",1,0,0,2024-07-22,23.5375
"4782",4782,2024-07-22 16:00:00,1471,1,1.59,3.02,27.77,50.9,94452.5,5.96,15.84,0,"07/2024","3",1,0,0,2024-07-22,23.5375
"4783",4783,2024-07-22 17:00:00,2022,1,2.08,3.66,27.88,52.55,94530,4.96,13.08,0,"07/2024","3",1,0,0,2024-07-22,23.5375
"4784",4784,2024-07-22 18:00:00,1504,1,2.18,3.23,28.25,49.77,94517.5,3.78,9.48,0,"07/2024","3",1,0,0,2024-07-22,23.5375
"4785",4785,2024-07-22 19:00:00,1266,1,2.3,3.72,26.58,52.62,94885,4.35,9.96,0,"07/2024","3",1,0,0,2024-07-22,23.5375
"4786",4786,2024-07-22 20:00:00,913,1,2.6,5.57,24.65,56.65,95345,3.18,8.04,0,"07/2024","3",1,0,0,2024-07-22,23.5375
"4787",4787,2024-07-22 21:00:00,566,1,3.35,22.13,21,71.93,95880,1.26,4,0,"07/2024","3",1,0,0,2024-07-22,23.5375
"4788",4788,2024-07-22 22:00:00,407,1,2.6,28.33,19.25,76.45,96337.5,2.17,6,0,"07/2024","3",1,0,0,2024-07-22,23.5375
"4789",4789,2024-07-22 23:00:00,174,1,3.13,22.06,17.88,80.15,96657.5,2.79,6.24,0,"07/2024","3",1,0,0,2024-07-22,23.5375
"4790",4790,2024-07-23,149,2,3.12,25.88,17.08,84.35,96880,1.45,4.2,0,"07/2024","1",1,0,0,2024-07-22,23.5375
"4791",4791,2024-07-23 01:00:00,69,2,2,26.98,NA,NA,NA,NA,NA,NA,"07/2024","1",1,0,0,2024-07-22,23.5375
"4792",4792,2024-07-23 02:00:00,84,2,1.86,20.58,15.72,90.95,97155,2.29,5.64,0,"07/2024","1",1,0,0,2024-07-23,23.5175
"4793",4793,2024-07-23 03:00:00,148,2,2.13,16.26,15,94.35,97250,2.14,5.04,0,"07/2024","1",1,0,0,2024-07-23,23.5175
"4794",4794,2024-07-23 04:00:00,443,2,1.7,12.56,14.72,94.7,97325,2.5,5.04,0,"07/2024","1",1,0,0,2024-07-23,23.5175
"4795",4795,2024-07-23 05:00:00,1573,2,2.23,13.06,14.75,94.05,97342.5,1.66,4.2,0,"07/2024","1",1,0,0,2024-07-23,23.5175
"4796",4796,2024-07-23 06:00:00,2451,2,2.36,9.62,17.05,86.78,97155,1.71,4.68,0,"07/2024","1",1,0,0,2024-07-23,23.5175
"4797",4797,2024-07-23 07:00:00,2670,2,6.95,15.06,21.48,72.12,96397.5,0.88,3.84,0,"07/2024","1",1,0,0,2024-07-23,23.5175
"4798",4798,2024-07-23 08:00:00,2524,2,10.23,7.11,23.47,65.8,95766.67,1.1,3.84,0,"07/2024","2",1,0,0,2024-07-23,23.5175
"4799",4799,2024-07-23 09:00:00,2604,2,6.13,3.55,25.02,59.75,95412.5,1.55,4.92,0,"07/2024","2",1,0,0,2024-07-23,23.5175
"4800",4800,2024-07-23 10:00:00,2588,2,2.41,2.25,27.73,52.05,94872.5,2.57,6.72,0,"07/2024","2",1,0,0,2024-07-23,23.5175
"4801",4801,2024-07-23 11:00:00,2577,2,2.49,0.89,28.68,47.8,94710,3.12,9.36,0,"07/2024","2",1,0,0,2024-07-23,23.5175
"4802",4802,2024-07-23 12:00:00,2187,2,2.44,1.07,29.27,45.45,94607.5,4.54,11.52,0,"07/2024","2",1,0,0,2024-07-23,23.5175
"4803",4803,2024-07-23 13:00:00,1362,2,2.79,2.67,28.88,47.2,94445,4.74,13.2,0,"07/2024","2",1,0,0,2024-07-23,23.5175
"4804",4804,2024-07-23 14:00:00,1557,2,3.9,3.25,29.45,46.1,94255,5.49,17.52,0,"07/2024","2",1,0,0,2024-07-23,23.5175
"4805",4805,2024-07-23 15:00:00,1551,2,2.5,3.14,29.32,46.67,94037.5,5.19,13.08,0,"07/2024","2",1,0,0,2024-07-23,23.5175
"4806",4806,2024-07-23 16:00:00,1583,2,2.9,5.4,28.35,50.95,94315,4.14,11.16,0,"07/2024","3",1,0,0,2024-07-23,23.5175
"4807",4807,2024-07-23 17:00:00,1538,2,4.13,65.68,26.55,64.3,94665,4.63,14.28,0,"07/2024","3",1,0,0,2024-07-23,23.5175
"4808",4808,2024-07-23 18:00:00,1027,2,3.38,26.34,26.42,64.95,94585,2.44,7.92,0,"07/2024","3",1,0,0,2024-07-23,23.5175
"4809",4809,2024-07-23 19:00:00,708,2,4.24,37.56,24.38,76.42,94997.5,2.88,7.56,0,"07/2024","3",1,0,0,2024-07-23,23.5175
"4810",4810,2024-07-23 20:00:00,507,2,4.55,36.84,22.9,81.28,95427.5,1.08,3.6,0,"07/2024","3",1,0,0,2024-07-23,23.5175
"4811",4811,2024-07-23 21:00:00,346,2,5.71,30.8,21.57,86.07,95760,2.03,6.56,0,"07/2024","3",1,0,0,2024-07-23,23.5175
"4812",4812,2024-07-23 22:00:00,247,2,3.08,4.7,21.32,75,95875,2.25,7.8,0,"07/2024","3",1,0,0,2024-07-23,23.5175
"4813",4813,2024-07-23 23:00:00,137,2,2.18,7.17,20.98,76.22,95977.5,2.51,8.04,0,"07/2024","3",1,0,0,2024-07-23,23.5175
"4814",4814,2024-07-24,136,3,2.92,10.1,20.85,77.83,95980,1.78,7.2,0,"07/2024","1",1,0,0,2024-07-23,23.5175
"4815",4815,2024-07-24 01:00:00,132,3,2.26,12.04,20.1,81.95,96137.5,1.36,4.8,0,"07/2024","1",1,0,0,2024-07-23,23.5175
"4816",4816,2024-07-24 02:00:00,105,3,3.78,17.42,19.7,84.35,96137.5,0.8,3.6,0,"07/2024","1",1,0,0,2024-07-24,21.26
"4817",4817,2024-07-24 03:00:00,169,3,2.49,13.14,19.48,85.65,96192.5,0.52,2.52,0,"07/2024","1",1,0,0,2024-07-24,21.26
"4818",4818,2024-07-24 04:00:00,419,3,2.89,16.45,18.52,92.17,96305,1.01,3.12,0,"07/2024","1",1,0,0,2024-07-24,21.26
"4819",4819,2024-07-24 05:00:00,1573,3,4.47,43.6,18.23,95.9,96422.5,1.01,4.56,0.35,"07/2024","1",1,0,0,2024-07-24,21.26
"4820",4820,2024-07-24 06:00:00,2466,3,4.44,35.13,18.12,96.6,96532.5,0.95,3.72,0,"07/2024","1",1,0,0,2024-07-24,21.26
"4821",4821,2024-07-24 07:00:00,1829,3,2.69,16.47,19.3,85.7,96287.5,1.79,5.28,0,"07/2024","1",1,0,0,2024-07-24,21.26
"4822",4822,2024-07-24 08:00:00,1522,3,2.62,4.45,22.03,72.87,95970,1.73,5.44,0,"07/2024","2",1,0,0,2024-07-24,21.26
"4823",4823,2024-07-24 09:00:00,1680,3,3.5,3.39,21.23,75.1,95822.5,3.13,10.56,0,"07/2024","2",1,0,0,2024-07-24,21.26
"4824",4824,2024-07-24 10:00:00,1685,3,3.02,2.21,23.15,65.75,95505,4.76,12.12,0,"07/2024","2",1,0,0,2024-07-24,21.26
"4825",4825,2024-07-24 11:00:00,2265,3,3.56,1.42,23.5,63.33,95397.5,5.95,14.16,0,"07/2024","2",1,0,0,2024-07-24,21.26
"4826",4826,2024-07-24 12:00:00,2699,3,3.72,2.78,24.82,59.02,95290,4.61,13.8,0,"07/2024","2",1,0,0,2024-07-24,21.26
"4827",4827,2024-07-24 13:00:00,2274,3,3.23,2.6,23.52,59.15,95167.5,7.12,20.16,0,"07/2024","2",1,0,0,2024-07-24,21.26
"4828",4828,2024-07-24 14:00:00,2081,3,4.38,4.49,23.88,60.2,95340,5.43,15.36,0,"07/2024","2",1,0,0,2024-07-24,21.26
"4829",4829,2024-07-24 15:00:00,1864,3,2.67,3.15,24.18,56.02,95277.5,5.52,16.32,0,"07/2024","2",1,0,0,2024-07-24,21.26
"4830",4830,2024-07-24 16:00:00,2190,3,1.45,2.95,26.1,50.27,94860,6.44,18,0,"07/2024","3",1,0,0,2024-07-24,21.26
"4831",4831,2024-07-24 17:00:00,2163,3,1.55,2.8,25.85,49.98,94677.5,6.05,16.32,0,"07/2024","3",1,0,0,2024-07-24,21.26
"4832",4832,2024-07-24 18:00:00,1356,3,1.95,6.04,23.18,57.8,95317.5,5.7,14.28,0,"07/2024","3",1,0,0,2024-07-24,21.26
"4833",4833,2024-07-24 19:00:00,759,3,2.12,10.14,22.55,58.1,95610,2.32,9.12,0,"07/2024","3",1,0,0,2024-07-24,21.26
"4834",4834,2024-07-24 20:00:00,832,3,2.26,12.08,21.73,60.45,95840,3.63,12.12,0,"07/2024","3",1,0,0,2024-07-24,21.26
"4835",4835,2024-07-24 21:00:00,323,3,2.56,11.99,20.93,63.57,96043.33,3.2,11.2,0,"07/2024","3",1,0,0,2024-07-24,21.26
"4836",4836,2024-07-24 22:00:00,228,3,2.74,15.71,20.5,66.65,96162.5,2.92,9,0,"07/2024","3",1,0,0,2024-07-24,21.26
"4837",4837,2024-07-24 23:00:00,137,3,2.68,21.15,18.4,77.92,96410,1.45,4.92,0,"07/2024","3",1,0,0,2024-07-24,21.26
"4838",4838,2024-07-25,81,4,2.77,21.04,17.23,83.3,96670,2.02,4.92,0,"07/2024","1",1,0,0,2024-07-24,21.26
"4839",4839,2024-07-25 01:00:00,70,4,2.72,20.09,16.25,86.62,96885,1.65,6,0,"07/2024","1",1,0,0,2024-07-24,21.26
"4840",4840,2024-07-25 02:00:00,60,4,2.85,20.77,15.15,91.3,97077.5,1.11,3.84,0,"07/2024","1",1,0,0,2024-07-25,21.94
"4841",4841,2024-07-25 03:00:00,118,4,2.83,15.66,13.95,94.35,97257.5,2.04,5.88,0,"07/2024","1",1,0,0,2024-07-25,21.94
"4842",4842,2024-07-25 04:00:00,422,4,2.53,11.52,13,95.4,97407.5,2.43,5.88,0,"07/2024","1",1,0,0,2024-07-25,21.94
"4843",4843,2024-07-25 05:00:00,1586,4,3,11.35,12.55,95.42,97512.5,2.81,5.88,0,"07/2024","1",1,0,0,2024-07-25,21.94
"4844",4844,2024-07-25 06:00:00,2335,4,2.76,10.78,14.5,87.75,97315,3.39,6.84,0,"07/2024","1",1,0,0,2024-07-25,21.94
"4845",4845,2024-07-25 07:00:00,2530,4,3.11,6.87,20.7,68.75,96432.5,1.61,4.2,0,"07/2024","1",1,0,0,2024-07-25,21.94
"4846",4846,2024-07-25 08:00:00,2526,4,3.28,3.72,23.07,59.7,95576.67,1.45,4.64,0,"07/2024","2",1,0,0,2024-07-25,21.94
"4847",4847,2024-07-25 09:00:00,2466,4,3.12,2.62,23.9,56.4,95197.5,2.07,6.48,0,"07/2024","2",1,0,0,2024-07-25,21.94
"4848",4848,2024-07-25 10:00:00,2696,4,3.55,2.03,24.32,50.5,95037.5,2.88,9.6,0,"07/2024","2",1,0,0,2024-07-25,21.94
"4849",4849,2024-07-25 11:00:00,2597,4,2.35,1.4,25.08,46.02,94935,3.31,10.68,0,"07/2024","2",1,0,0,2024-07-25,21.94
"4850",4850,2024-07-25 12:00:00,2610,4,2,1.48,25.88,42.5,94760,3.55,9.24,0,"07/2024","2",1,0,0,2024-07-25,21.94
"4851",4851,2024-07-25 13:00:00,2509,4,1.85,1.43,27.58,39.17,94535,3.92,10.56,0,"07/2024","2",1,0,0,2024-07-25,21.94
"4852",4852,2024-07-25 14:00:00,2882,4,2.13,2.59,28,38.75,94320,3.98,11.88,0,"07/2024","2",1,0,0,2024-07-25,21.94
"4853",4853,2024-07-25 15:00:00,3023,4,2.45,3.75,28.9,36.98,94080,3.69,9.72,0,"07/2024","2",1,0,0,2024-07-25,21.94
"4854",4854,2024-07-25 16:00:00,2812,4,1.82,3.4,29.12,36.38,93870,3.31,10.32,0,"07/2024","3",1,0,0,2024-07-25,21.94
"4855",4855,2024-07-25 17:00:00,2503,4,2.08,3.93,28.58,36.98,93882.5,3.04,8.88,0,"07/2024","3",1,0,0,2024-07-25,21.94
"4856",4856,2024-07-25 18:00:00,2038,4,1.97,4.87,27.25,40,94285,1.99,6.36,0,"07/2024","3",1,0,0,2024-07-25,21.94
"4857",4857,2024-07-25 19:00:00,1562,4,2.28,9.29,25.5,45.1,94730,1.64,6,0,"07/2024","3",1,0,0,2024-07-25,21.94
"4858",4858,2024-07-25 20:00:00,1110,4,3.46,33.78,22.85,57.17,95257.5,1.71,5.76,0,"07/2024","3",1,0,0,2024-07-25,21.94
"4859",4859,2024-07-25 21:00:00,728,4,3.47,38.75,19.53,71.17,95803.33,1.17,4.8,0,"07/2024","3",1,0,0,2024-07-25,21.94
"4860",4860,2024-07-25 22:00:00,586,4,3.03,33.79,17.82,76.25,96202.5,1.77,5.04,0,"07/2024","3",1,0,0,2024-07-25,21.94
"4861",4861,2024-07-25 23:00:00,416,4,3.31,31.88,16.42,80.65,96475,1.34,4.08,0,"07/2024","3",1,0,0,2024-07-25,21.94
"4862",4862,2024-07-26,190,5,3.5,24.31,15.22,85.15,96682.5,2.15,7.2,0,"07/2024","1",1,0,0,2024-07-25,21.94
"4863",4863,2024-07-26 01:00:00,148,5,3.38,20.83,14.43,87.6,96835,1.93,5.88,0,"07/2024","1",1,0,0,2024-07-25,21.94
"4864",4864,2024-07-26 02:00:00,147,5,3.78,19.2,13.88,89.85,96942.5,1.19,4.08,0,"07/2024","1",1,0,0,2024-07-26,22.5425
"4865",4865,2024-07-26 03:00:00,173,5,4.34,19.25,13.12,92.7,97010,1.65,4.92,0,"07/2024","1",1,0,0,2024-07-26,22.5425
"4866",4866,2024-07-26 04:00:00,390,5,4.24,15.81,12.75,94.08,97062.5,1.91,5.4,0,"07/2024","1",1,0,0,2024-07-26,22.5425
"4867",4867,2024-07-26 05:00:00,1600,5,4.32,15.8,12.57,93.55,97107.5,2.56,6.36,0,"07/2024","1",1,0,0,2024-07-26,22.5425
"4868",4868,2024-07-26 06:00:00,2241,5,4.13,10.79,15.18,84.7,96842.5,1.08,3.36,0,"07/2024","1",1,0,0,2024-07-26,22.5425
"4869",4869,2024-07-26 07:00:00,2374,5,13.5,14.9,19.8,71.53,96246.67,0.76,3.2,0,"07/2024","1",1,0,0,2024-07-26,22.5425
"4870",4870,2024-07-26 08:00:00,2524,5,9.5,4.44,22.65,61.27,95387.5,1.12,4.2,0,"07/2024","2",1,0,0,2024-07-26,22.5425
"4871",4871,2024-07-26 09:00:00,2468,5,8.58,3.55,24.27,55.65,94892.5,2.38,6.72,0,"07/2024","2",1,0,0,2024-07-26,22.5425
"4872",4872,2024-07-26 10:00:00,2629,5,7.81,2.76,25.52,49.98,94655,2.27,6.96,0,"07/2024","2",1,0,0,2024-07-26,22.5425
"4873",4873,2024-07-26 11:00:00,2598,5,4.1,1.14,28.85,43.02,94180,3.21,8.28,0,"07/2024","2",1,0,0,2024-07-26,22.5425
"4874",4874,2024-07-26 12:00:00,2703,5,4.05,3.2,27.65,45.95,94137.5,2.96,7.8,0,"07/2024","2",1,0,0,2024-07-26,22.5425
"4875",4875,2024-07-26 13:00:00,2816,5,5.73,4.11,28.32,46.83,94247.5,2.41,7.68,0,"07/2024","2",1,0,0,2024-07-26,22.5425
"4876",4876,2024-07-26 14:00:00,3038,5,5.46,14.54,27.23,47.52,94445,2.21,6.72,0,"07/2024","2",1,0,0,2024-07-26,22.5425
"4877",4877,2024-07-26 15:00:00,2897,5,2.31,2.48,27.12,44.27,94522.5,2.52,7.08,0,"07/2024","2",1,0,0,2024-07-26,22.5425
"4878",4878,2024-07-26 16:00:00,1796,5,4.76,24.41,26.98,52.23,94632.5,2.08,6.6,0,"07/2024","3",1,0,0,2024-07-26,22.5425
"4879",4879,2024-07-26 17:00:00,1534,5,4.72,6.7,28.08,48.9,94212.5,2.42,7.68,0,"07/2024","3",1,0,0,2024-07-26,22.5425
"4880",4880,2024-07-26 18:00:00,1087,5,4.51,5.08,27.05,52.3,94275,2.55,8.28,0,"07/2024","3",1,0,0,2024-07-26,22.5425
"4881",4881,2024-07-26 19:00:00,781,5,4.31,11.21,25.8,57.05,94617.5,2.15,6,0,"07/2024","3",1,0,0,2024-07-26,22.5425
"4882",4882,2024-07-26 20:00:00,541,5,6.54,34.29,23.4,70.58,95115,0.68,2.88,0,"07/2024","3",1,0,0,2024-07-26,22.5425
"4883",4883,2024-07-26 21:00:00,425,5,8.72,30,21.57,78.5,95483.33,0.67,2.08,0,"07/2024","3",1,0,0,2024-07-26,22.5425
"4884",4884,2024-07-26 22:00:00,359,5,5.3,25.76,19.35,84.05,95912.5,1.66,4.2,0,"07/2024","3",1,0,0,2024-07-26,22.5425
"4885",4885,2024-07-26 23:00:00,206,5,4.26,23.06,17.95,85.8,96237.5,1.37,4.2,0,"07/2024","3",1,0,0,2024-07-26,22.5425
"4886",4886,2024-07-27,130,6,4.22,18.15,16.88,88.12,96422.5,2.46,6.6,0,"07/2024","1",1,0,0,2024-07-26,22.5425
"4887",4887,2024-07-27 01:00:00,85,6,4.33,18.07,16.1,90.62,96597.5,1.47,4.2,0,"07/2024","1",1,0,0,2024-07-26,22.5425
"4888",4888,2024-07-27 02:00:00,119,6,4.47,17.06,16.25,90,96617.5,1.43,3.72,0,"07/2024","1",1,0,0,2024-07-27,22.245
"4889",4889,2024-07-27 03:00:00,131,6,4.7,13.05,16.48,90.15,96545,2.15,4.56,0,"07/2024","1",1,0,0,2024-07-27,22.245
"4890",4890,2024-07-27 04:00:00,245,6,4.97,11.49,16.77,90.55,96487.5,0.82,2.52,0,"07/2024","1",1,0,0,2024-07-27,22.245
"4891",4891,2024-07-27 05:00:00,608,6,5.35,18.21,16.65,92.35,96512.5,1.57,3.72,0,"07/2024","1",1,0,0,2024-07-27,22.245
"4892",4892,2024-07-27 06:00:00,841,6,5.74,19.05,17.15,93.75,96442.5,2.17,4.68,0.09,"07/2024","1",1,0,0,2024-07-27,22.245
"4893",4893,2024-07-27 07:00:00,956,6,11.26,30,18.12,95.97,96362.5,1.12,3.96,0,"07/2024","1",1,0,0,2024-07-27,22.245
"4894",4894,2024-07-27 08:00:00,1355,6,11.74,30.34,19.83,88.9,96140,1.05,3.36,0,"07/2024","2",1,0,0,2024-07-27,22.245
"4895",4895,2024-07-27 09:00:00,1882,6,14.12,24.42,20.75,86.62,95897.5,1.11,4.2,0,"07/2024","2",1,0,0,2024-07-27,22.245
"4896",4896,2024-07-27 10:00:00,2271,6,8.74,4.83,24.38,70.22,95385,2.3,6.12,0.09,"07/2024","2",1,0,0,2024-07-27,22.245
"4897",4897,2024-07-27 11:00:00,2278,6,5.88,1.48,28,57.83,94557.5,2.72,7.08,0,"07/2024","2",1,0,0,2024-07-27,22.245
"4898",4898,2024-07-27 12:00:00,2073,6,5.84,1.55,29.7,55.05,94255,4.09,14.52,0,"07/2024","2",1,0,0,2024-07-27,22.245
"4899",4899,2024-07-27 13:00:00,2396,6,4.32,2.1,30.58,52.67,94037.5,3.39,9.48,0,"07/2024","2",1,0,0,2024-07-27,22.245
"4900",4900,2024-07-27 14:00:00,2575,6,4.76,5.24,29.2,56.65,94177.5,3.68,10.44,0,"07/2024","2",1,0,0,2024-07-27,22.245
"4901",4901,2024-07-27 15:00:00,2897,6,5.2,4.29,30.77,53.12,93757.5,3.54,11.28,0,"07/2024","2",1,0,0,2024-07-27,22.245
"4902",4902,2024-07-27 16:00:00,2250,6,4.21,2.87,31.48,51.62,93687.5,2.89,8.88,0,"07/2024","3",1,0,0,2024-07-27,22.245
"4903",4903,2024-07-27 17:00:00,1332,6,3.33,5.72,29.2,58.27,94115,3.68,10.56,0,"07/2024","3",1,0,0,2024-07-27,22.245
"4904",4904,2024-07-27 18:00:00,1013,6,2.33,12.95,26.68,65.65,94582.5,6.17,14.64,0,"07/2024","3",1,0,0,2024-07-27,22.245
"4905",4905,2024-07-27 19:00:00,1297,6,2.55,24.6,25.32,71.38,94915,3.84,9.72,0,"07/2024","3",1,0,0,2024-07-27,22.245
"4906",4906,2024-07-27 20:00:00,860,6,2.74,56.25,22.5,88.15,95425,3.07,9.12,0.26,"07/2024","3",1,0,0,2024-07-27,22.245
"4907",4907,2024-07-27 21:00:00,392,6,3.45,80.1,20.83,98.9,95826.67,2.83,9.28,0.47,"07/2024","3",1,0,0,2024-07-27,22.245
"4908",4908,2024-07-27 22:00:00,267,6,3.76,55.58,20.77,99.33,95920,0.84,3.36,0,"07/2024","3",1,0,0,2024-07-27,22.245
